prot1,prot2,distance
0,1,0.20062695924764895
0,2,0.33024691358024694
0,3,0.4772036474164134
0,4,0.6099706744868035
0,5,0.7352941176470589
0,6,0.7420289855072464
0,7,0.7725947521865889
0,8,0.9209726443768997
0,9,1.033639143730887
0,10,1.039039039039039
0,11,1.072289156626506
0,12,1.0914634146341464
0,13,1.0909090909090908
0,14,0.9968454258675079
0,15,1.0810810810810811
0,16,1.0634920634920635
0,17,1.0454545454545454
0,18,0.9870550161812298
0,19,0.9559748427672956
0,20,1.0288461538461537
0,21,1.0
0,22,0.9970501474926253
0,23,0.9661538461538461
0,24,0.9940298507462687
0,25,1.053731343283582
0,26,1.036144578313253
0,27,0.9969788519637462
0,28,0.933933933933934
0,29,1.0676470588235294
0,30,1.0586510263929618
0,31,1.159779614325069
0,32,1.1730769230769231
0,33,1.1801075268817205
0,34,1.1123595505617978
0,35,1.039877300613497
0,36,0.921311475409836
0,37,0.9640718562874252
0,38,0.9908256880733946
0,39,1.175792507204611
0,40,1.1303116147308783
0,41,1.1076487252124645
0,42,1.0940170940170941
0,43,1.1005917159763314
0,44,1.1073446327683616
0,45,1.1016949152542372
0,46,1.065217391304348
0,47,1.0141242937853108
0,48,1.031700288184438
0,49,1.0722222222222222
0,50,1.0416666666666667
0,51,0.9538904899135446
0,52,0.9648093841642229
0,53,1.0602739726027397
0,54,0.9323076923076923
0,55,0.9667673716012084
0,56,0.910828025477707
0,57,0.907051282051282
0,58,0.9140127388535032
0,59,0.9375
0,60,0.939297124600639
0,61,0.9118541033434651
0,62,0.9197530864197531
0,63,0.9668674698795181
0,64,0.9908256880733946
0,65,0.935483870967742
0,66,0.9463087248322147
0,67,0.9475409836065574
0,68,0.9969040247678018
0,69,1.018181818181818
0,70,1.021671826625387
0,71,1.0059880239520957
0,72,1.0059701492537314
0,73,1.084985835694051
0,74,1.0816326530612246
0,75,0.9967845659163987
0,76,1.0445103857566767
0,77,1.115492957746479
0,78,1.07492795389049
0,79,1.0596590909090908
0,80,1.0730337078651686
0,81,1.0405797101449274
0,82,1.0704225352112675
0,83,1.003058103975535
0,84,0.9657320872274143
0,85,0.9247648902821317
0,86,0.9347826086956522
0,87,1.1666666666666667
0,88,1.0893371757925072
0,89,1.0843023255813953
0,90,1.0419354838709678
0,91,1.0804597701149425
0,92,1.0621301775147929
0,93,1.1160714285714286
0,94,1.0993975903614457
0,95,1.0613496932515338
0,96,1.093655589123867
0,97,1.0879765395894427
0,98,1.07909604519774
0,99,1.0863509749303621
0,100,1.118457300275482
0,101,1.1389645776566757
0,102,1.025
0,103,1.058011049723757
0,104,1.0607734806629834
0,105,1.0760869565217392
0,106,1.0192307692307692
0,107,1.0517241379310345
0,108,1.1340782122905029
0,109,1.029325513196481
0,110,1.0257879656160458
0,111,0.9684542586750788
0,112,1.1025641025641026
0,113,1.0232558139534884
0,114,0.939297124600639
0,115,1.1284916201117319
0,116,1.0315186246418337
0,117,1.0086206896551724
0,118,1.0253521126760563
0,119,1.0141242937853108
0,120,1.0379008746355685
0,121,1.0892857142857142
0,122,1.0789473684210527
0,123,1.026946107784431
0,124,0.9690402476780186
0,125,1.1527777777777777
0,126,1.0385756676557865
0,127,1.0360360360360361
0,128,0.9753086419753086
0,129,0.9755351681957186
0,130,1.017910447761194
0,131,0.953416149068323
0,132,0.9294871794871795
0,133,0.9644012944983819
0,134,1.1477272727272727
0,135,1.1364902506963788
0,136,1.1440443213296398
0,137,1.0742857142857143
0,138,0.9907692307692307
0,139,1.0393258426966292
0,140,1.0599455040871935
0,141,1.0673854447439353
0,142,0.9886685552407932
0,143,0.9823529411764705
0,144,1.0724233983286908
0,145,1.08
0,146,1.074468085106383
0,147,1.0356083086053411
0,148,1.0365853658536586
0,149,1.1675531914893618
0,150,1.1494565217391304
0,151,1.1470588235294117
0,152,1.033434650455927
0,153,1.119241192411924
0,154,1.1551246537396123
0,155,1.0332326283987916
0,156,0.9969604863221885
0,157,1.0385756676557865
0,158,0.9904153354632588
0,159,1.0174927113702623
0,160,1.008695652173913
0,161,1.0906515580736544
0,162,0.9912790697674418
0,163,1.0380116959064327
0,164,1.0497076023391814
0,165,1.0660919540229885
0,166,0.9523809523809523
0,167,1.0212765957446808
0,168,1.037463976945245
0,169,1.0115942028985507
0,170,1.0777777777777777
0,171,1.0450704225352112
0,172,1.045325779036827
0,173,1.066860465116279
0,174,1.044378698224852
0,175,1.074074074074074
0,176,1.0833333333333333
0,177,1.017910447761194
0,178,0.9752321981424149
0,179,0.9942363112391931
0,180,0.9705882352941176
0,181,0.9970501474926253
0,182,0.9725609756097561
0,183,1.0090361445783131
0,184,0.987460815047022
0,185,1.0028901734104045
0,186,1.0
0,187,0.9877675840978594
0,188,1.1397260273972603
0,189,0.9969135802469136
0,190,0.9941348973607038
0,191,0.9763313609467456
0,192,1.0549132947976878
0,193,0.9969418960244648
0,194,0.9483282674772037
